  -0.36      0.39      0.45    
  -0.36      0.41      0.81    
  -0.36      0.44      0.92    
  -0.36      0.46      0.75    
  -0.36      0.49      0.52    
  -0.34     -0.49      0.41    
  -0.34     -0.46      0.48    
  -0.34     -0.44      0.48    
  -0.34     -0.41      0.33    
  -0.34     -0.39      0.14    
  -0.34     -0.36      0.66E-01
  -0.34     -0.34      0.21    
  -0.34     -0.31      0.51    
  -0.34     -0.29      0.84    
  -0.34     -0.26       1.1    
  -0.34     -0.24       1.1    
  -0.34     -0.21      0.93    
  -0.34     -0.19      0.63    
  -0.34     -0.16      0.36    
  -0.34     -0.14      0.28    
  -0.34     -0.11      0.37    
  -0.34     -0.87E-01  0.51    
  -0.34     -0.63E-01  0.54    
  -0.34     -0.37E-01  0.47    
  -0.34     -0.13E-01  0.38    
  -0.34      0.13E-01  0.38    
  -0.34      0.38E-01  0.47    
  -0.34      0.63E-01  0.54    
  -0.34      0.88E-01  0.51    
  -0.34      0.11      0.37    
  -0.34      0.14      0.28    
  -0.34      0.16      0.36    
  -0.34      0.19      0.63    
  -0.34      0.21      0.93    
  -0.34      0.24       1.1    
  -0.34      0.26       1.1    
  -0.34      0.29      0.84    
  -0.34      0.31      0.51    
  -0.34      0.34      0.21    
  -0.34      0.36      0.66E-01
  -0.34      0.39      0.14    
  -0.34      0.41      0.33    
  -0.34      0.44      0.48    
  -0.34      0.46      0.48    
  -0.34      0.49      0.41    
  -0.31     -0.49      0.21    
  -0.31     -0.46      0.20    
  -0.31     -0.44      0.16    
  -0.31     -0.41      0.14    
  -0.31     -0.39      0.20    
  -0.31     -0.36      0.34    
  -0.31     -0.34      0.51    
  -0.31     -0.31      0.62    
  -0.31     -0.29      0.67    
  -0.31     -0.26      0.72    
  -0.31     -0.24      0.75    
  -0.31     -0.21      0.70    
  -0.31     -0.19      0.55    
  -0.31     -0.16      0.35    
  -0.31     -0.14      0.21    
  -0.31     -0.11      0.16    
  -0.31     -0.87E-01  0.20    
  -0.31     -0.63E-01  0.23    
  -0.31     -0.37E-01  0.24    
  -0.31     -0.13E-01  0.22    
  -0.31      0.13E-01  0.22    
  -0.31      0.38E-01  0.24    
  -0.31      0.63E-01  0.23    
  -0.31      0.88E-01  0.20    
  -0.31      0.11      0.16    
  -0.31      0.14      0.21    
  -0.31      0.16      0.35    
  -0.31      0.19      0.55    
  -0.31      0.21      0.70    
  -0.31      0.24      0.75    
  -0.31      0.26      0.72    
  -0.31      0.29      0.67    
  -0.31      0.31      0.62    
  -0.31      0.34      0.51    
  -0.31      0.36      0.34    
  -0.31      0.39      0.20    
  -0.31      0.41      0.14    
  -0.31      0.44      0.16    
  -0.31      0.46      0.20    
  -0.31      0.49      0.21    
  -0.29     -0.49      0.95E-01
  -0.29     -0.46      0.53E-01
  -0.29     -0.44      0.57E-01
  -0.29     -0.41      0.21    
  -0.29     -0.39      0.50    
  -0.29     -0.36      0.77    
  -0.29     -0.34      0.84    
  -0.29     -0.31      0.67    
  -0.29     -0.29      0.43    
  -0.29     -0.26      0.30    
  -0.29     -0.24      0.35    
  -0.29     -0.21      0.48    
  -0.29     -0.19      0.54    
  -0.29     -0.16      0.48    
  -0.29     -0.14      0.36    
  -0.29     -0.11      0.25    
  -0.29     -0.87E-01  0.19    
  -0.29     -0.63E-01  0.16    
  -0.29     -0.37E-01  0.15    
  -0.29     -0.13E-01  0.15    
  -0.29      0.13E-01  0.15    
  -0.29      0.38E-01  0.15    
  -0.29      0.63E-01  0.16    
  -0.29      0.88E-01  0.19    
  -0.29      0.11      0.25    
  -0.29      0.14      0.36    
  -0.29      0.16      0.48    
  -0.29      0.19      0.54    
  -0.29      0.21      0.48    
  -0.29      0.24      0.35    
  -0.29      0.26      0.30    
  -0.29      0.29      0.43    
  -0.29      0.31      0.67    
  -0.29      0.34      0.84    
  -0.29      0.36      0.77    
  -0.29      0.39      0.50    
  -0.29      0.41      0.21    
  -0.29      0.44      0.57E-01
  -0.29      0.46      0.53E-01
  -0.29      0.49      0.95E-01
  -0.26     -0.49      0.22    
  -0.26     -0.46      0.12    
  -0.26     -0.44      0.10    
  -0.26     -0.41      0.33    
  -0.26     -0.39      0.76    
  -0.26     -0.36       1.1    
  -0.26     -0.34       1.1    
  -0.26     -0.31      0.72    
  -0.26     -0.29      0.30    
  -0.26     -0.26      0.11    
  -0.26     -0.24      0.23    
  -0.26     -0.21      0.50    
  -0.26     -0.19      0.71    
  -0.26     -0.16      0.76    
  -0.26     -0.14      0.67    
  -0.26     -0.11      0.52    
  -0.26     -0.87E-01  0.39    
  -0.26     -0.63E-01  0.29    
  -0.26     -0.37E-01  0.23    
  -0.26     -0.13E-01  0.20    
  -0.26      0.13E-01  0.20    
  -0.26      0.38E-01  0.23    
  -0.26      0.63E-01  0.29    
  -0.26      0.88E-01  0.39    
  -0.26      0.11      0.52    
  -0.26      0.14      0.67    
  -0.26      0.16      0.76    
  -0.26      0.19      0.71    
  -0.26      0.21      0.50    
  -0.26      0.24      0.23    
  -0.26      0.26      0.11    
  -0.26      0.29      0.30    
  -0.26      0.31      0.72    
  -0.26      0.34       1.1    
  -0.26      0.36       1.1    
  -0.26      0.39      0.76    
  -0.26      0.41      0.33    
  -0.26      0.44      0.10    
  -0.26      0.46      0.12    
  -0.26      0.49      0.22    
  -0.24     -0.49      0.56    
  -0.24     -0.46      0.34    
  -0.24     -0.44      0.18    
  -0.24     -0.41      0.34    
  -0.24     -0.39      0.78    
  -0.24     -0.36       1.1    
  -0.24     -0.34       1.1    
  -0.24     -0.31      0.75    
  -0.24     -0.29      0.35    
  -0.24     -0.26      0.23    
  -0.24     -0.24      0.43    
  -0.24     -0.21      0.77    
  -0.24     -0.19       1.0    
  -0.24     -0.16       1.1    
  -0.24     -0.14      0.99    
  -0.24     -0.11      0.80    
  -0.24     -0.87E-01  0.61    
  -0.24     -0.63E-01  0.45    
  -0.24     -0.37E-01  0.35    
  -0.24     -0.13E-01  0.30    
  -0.24      0.13E-01  0.30    
  -0.24      0.38E-01  0.35    
  -0.24      0.63E-01  0.45    
  -0.24      0.88E-01  0.61    
  -0.24      0.11      0.80    
  -0.24      0.14      0.99    
  -0.24      0.16       1.1    
  -0.24      0.19       1.0    
  -0.24      0.21      0.77    
  -0.24      0.24      0.43    
  -0.24      0.26      0.23    
  -0.24      0.29      0.35    
  -0.24      0.31      0.75    
  -0.24      0.34       1.1    
  -0.24      0.36       1.1    
  -0.24      0.39      0.78    
  -0.24      0.41      0.34    
  -0.24      0.44      0.18    
  -0.24      0.46      0.34    
  -0.24      0.49      0.56    
  -0.21     -0.49      0.92    
  -0.21     -0.46      0.56    
  -0.21     -0.44      0.21    
  -0.21     -0.41      0.22    
  -0.21     -0.39      0.56    
  -0.21     -0.36      0.90    
  -0.21     -0.34      0.93    
  -0.21     -0.31      0.70    
  -0.21     -0.29      0.48    
  -0.21     -0.26      0.50    
  -0.21     -0.24      0.77    
  -0.21     -0.21       1.1    
  -0.21     -0.19       1.3    
  -0.21     -0.16       1.3    
  -0.21     -0.14       1.2    
  -0.21     -0.11      0.95    
  -0.21     -0.87E-01  0.72    
  -0.21     -0.63E-01  0.54    
  -0.21     -0.37E-01  0.42    
  -0.21     -0.13E-01  0.37    
  -0.21      0.13E-01  0.37    
  -0.21      0.38E-01  0.42    
  -0.21      0.63E-01  0.54    
  -0.21      0.88E-01  0.72    
  -0.21      0.11      0.95    
  -0.21      0.14       1.2    
  -0.21      0.16       1.3    
  -0.21      0.19       1.3    
  -0.21      0.21       1.1    
  -0.21      0.24      0.77    
  -0.21      0.26      0.50    
  -0.21      0.29      0.48    
  -0.21      0.31      0.70    
  -0.21      0.34      0.93    
  -0.21      0.36      0.90    
  -0.21      0.39      0.56    
  -0.21      0.41      0.22    
  -0.21      0.44      0.21    
  -0.21      0.46      0.56    
  -0.21      0.49      0.92    
  -0.19     -0.49       1.1    
  -0.19     -0.46      0.66    
  -0.19     -0.44      0.24    
  -0.19     -0.41      0.11    
  -0.19     -0.39      0.31    
  -0.19     -0.36      0.56    
  -0.19     -0.34      0.63    
  -0.19     -0.31      0.55    
  -0.19     -0.29      0.54    
  -0.19     -0.26      0.71    
  -0.19     -0.24       1.0    
  -0.19     -0.21       1.3    
  -0.19     -0.19       1.4    
  -0.19     -0.16       1.4    
  -0.19     -0.14       1.2    
  -0.19     -0.11      0.94    
  -0.19     -0.87E-01  0.71    
  -0.19     -0.63E-01  0.54    
  -0.19     -0.37E-01  0.42    
  -0.19     -0.13E-01  0.36    
  -0.19      0.13E-01  0.36    
  -0.19      0.38E-01  0.42    
  -0.19      0.63E-01  0.54    
  -0.19      0.88E-01  0.71    
  -0.19      0.11      0.94    
  -0.19      0.14       1.2    
  -0.19      0.16       1.4    
  -0.19      0.19       1.4    
  -0.19      0.21       1.3    
  -0.19      0.24       1.0    
  -0.19      0.26      0.71    
  -0.19      0.29      0.54    
  -0.19      0.31      0.55    
  -0.19      0.34      0.63    
  -0.19      0.36      0.56    
  -0.19      0.39      0.31    
  -0.19      0.41      0.11    
  -0.19      0.44      0.24    
  -0.19      0.46      0.66    
  -0.19      0.49       1.1    
  -0.16     -0.49      0.89    
  -0.16     -0.46      0.63    
  -0.16     -0.44      0.34    
  -0.16     -0.41      0.24    
  -0.16     -0.39      0.31    
  -0.16     -0.36      0.38    
  -0.16     -0.34      0.36    
  -0.16     -0.31      0.35    
  -0.16     -0.29      0.48    
  -0.16     -0.26      0.76    
  -0.16     -0.24       1.1    
  -0.16     -0.21       1.3    
  -0.16     -0.19       1.4    
  -0.16     -0.16       1.3    
  -0.16     -0.14       1.1    
  -0.16     -0.11      0.82    
  -0.16     -0.87E-01  0.62    
  -0.16     -0.63E-01  0.46    
  -0.16     -0.37E-01  0.36    
  -0.16     -0.13E-01  0.31    
  -0.16      0.13E-01  0.31    
  -0.16      0.38E-01  0.36    
  -0.16      0.63E-01  0.46    
  -0.16      0.88E-01  0.62    
  -0.16      0.11      0.82    
  -0.16      0.14       1.1    
  -0.16      0.16       1.3    
  -0.16      0.19       1.4    
  -0.16      0.21       1.3    
  -0.16      0.24       1.1    
  -0.16      0.26      0.76    
  -0.16      0.29      0.48    
  -0.16      0.31      0.35    
  -0.16      0.34      0.36    
  -0.16      0.36      0.38    
  -0.16      0.39      0.31    
  -0.16      0.41      0.24    
  -0.16      0.44      0.34    
  -0.16      0.46      0.63    
  -0.16      0.49      0.89    
  -0.14     -0.49      0.56    
  -0.14     -0.46      0.55    
  -0.14     -0.44      0.59    
  -0.14     -0.41      0.65    
  -0.14     -0.39      0.63    
  -0.14     -0.36      0.48    
  -0.14     -0.34      0.28    
  -0.14     -0.31      0.21    
  -0.14     -0.29      0.36    
  -0.14     -0.26      0.67    
  -0.14     -0.24      0.99    
  -0.14     -0.21       1.2    
  -0.14     -0.19       1.2    
  -0.14     -0.16       1.1    
  -0.14     -0.14      0.86    
  -0.14     -0.11      0.66    
  -0.14     -0.87E-01  0.49    
  -0.14     -0.63E-01  0.36    
  -0.14     -0.37E-01  0.28    
  -0.14     -0.13E-01  0.24    
  -0.14      0.13E-01  0.24    
  -0.14      0.38E-01  0.28    
  -0.14      0.63E-01  0.36    
  -0.14      0.88E-01  0.49    
  -0.14      0.11      0.66    
  -0.14      0.14      0.86    
  -0.14      0.16       1.1    
  -0.14      0.19       1.2    
  -0.14      0.21       1.2    
  -0.14      0.24      0.99    
  -0.14      0.26      0.67    
  -0.14      0.29      0.36    
  -0.14      0.31      0.21    
  -0.14      0.34      0.28    
  -0.14      0.36      0.48    
  -0.14      0.39      0.63    
  -0.14      0.41      0.65    
  -0.14      0.44      0.59    
  -0.14      0.46      0.55    
  -0.14      0.49      0.56    
  -0.11     -0.49      0.29    
  -0.11     -0.46      0.52    
  -0.11     -0.44      0.87    
  -0.11     -0.41       1.1    
  -0.11     -0.39       1.1    
  -0.11     -0.36      0.77    
  -0.11     -0.34      0.37    
  -0.11     -0.31      0.16    
  -0.11     -0.29      0.25    
  -0.11     -0.26      0.52    
  -0.11     -0.24      0.80    
  -0.11     -0.21      0.95    
  -0.11     -0.19      0.94    
  -0.11     -0.16      0.82    
  -0.11     -0.14      0.66    
  -0.11     -0.11      0.51    
  -0.11     -0.87E-01  0.37    
  -0.11     -0.63E-01  0.27    
  -0.11     -0.37E-01  0.20    
  -0.11     -0.13E-01  0.17    
  -0.11      0.13E-01  0.17    
  -0.11      0.38E-01  0.20    
  -0.11      0.63E-01  0.27    
  -0.11      0.88E-01  0.37    
  -0.11      0.11      0.51    
  -0.11      0.14      0.66    
  -0.11      0.16      0.82    
  -0.11      0.19      0.94    
  -0.11      0.21      0.95    
  -0.11      0.24      0.80    
  -0.11      0.26      0.52    
  -0.11      0.29      0.25    
  -0.11      0.31      0.16    
  -0.11      0.34      0.37    
  -0.11      0.36      0.77    
  -0.11      0.39       1.1    
  -0.11      0.41       1.1    
  -0.11      0.44      0.87    
  -0.11      0.46      0.52    
  -0.11      0.49      0.29    
  -0.87E-01 -0.49      0.25    
  -0.87E-01 -0.46      0.55    
  -0.87E-01 -0.44       1.0    
  -0.87E-01 -0.41       1.3    
  -0.87E-01 -0.39       1.3    
  -0.87E-01 -0.36      0.99    
  -0.87E-01 -0.34      0.51    
  -0.87E-01 -0.31      0.20    
  -0.87E-01 -0.29      0.19    
  -0.87E-01 -0.26      0.39    
  -0.87E-01 -0.24      0.61    
  -0.87E-01 -0.21      0.72    
  -0.87E-01 -0.19      0.71    
  -0.87E-01 -0.16      0.62    
  -0.87E-01 -0.14      0.49    
  -0.87E-01 -0.11      0.37    
  -0.87E-01 -0.87E-01  0.27    
  -0.87E-01 -0.63E-01  0.19    
  -0.87E-01 -0.37E-01  0.14    
  -0.87E-01 -0.13E-01  0.12    
  -0.87E-01  0.13E-01  0.12    
  -0.87E-01  0.38E-01  0.14    
  -0.87E-01  0.63E-01  0.19    
  -0.87E-01  0.88E-01  0.27    
  -0.87E-01  0.11      0.37    
  -0.87E-01  0.14      0.49    
  -0.87E-01  0.16      0.62    
  -0.87E-01  0.19      0.71    
  -0.87E-01  0.21      0.72    
  -0.87E-01  0.24      0.61    
  -0.87E-01  0.26      0.39    
  -0.87E-01  0.29      0.19    
  -0.87E-01  0.31      0.20    
  -0.87E-01  0.34      0.51    
  -0.87E-01  0.36      0.99    
  -0.87E-01  0.39       1.3    
  -0.87E-01  0.41       1.3    
  -0.87E-01  0.44       1.0    
  -0.87E-01  0.46      0.55    
  -0.87E-01  0.49      0.25    
  -0.63E-01 -0.49      0.41    
  -0.63E-01 -0.46      0.57    
  -0.63E-01 -0.44      0.85    
  -0.63E-01 -0.41       1.1    
  -0.63E-01 -0.39       1.2    
  -0.63E-01 -0.36      0.95    
  -0.63E-01 -0.34      0.54    
  -0.63E-01 -0.31      0.23    
  -0.63E-01 -0.29      0.16    
  -0.63E-01 -0.26      0.29    
  -0.63E-01 -0.24      0.45    
  -0.63E-01 -0.21      0.54    
  -0.63E-01 -0.19      0.54    
  -0.63E-01 -0.16      0.46    
  -0.63E-01 -0.14      0.36    
  -0.63E-01 -0.11      0.27    
  -0.63E-01 -0.87E-01  0.19    
  -0.63E-01 -0.63E-01  0.13    
  -0.63E-01 -0.37E-01  0.97E-01
  -0.63E-01 -0.13E-01  0.79E-01
  -0.63E-01  0.13E-01  0.79E-01
  -0.63E-01  0.38E-01  0.97E-01
  -0.63E-01  0.63E-01  0.13    
  -0.63E-01  0.88E-01  0.19    
  -0.63E-01  0.11      0.27    
  -0.63E-01  0.14      0.36    
  -0.63E-01  0.16      0.46    
  -0.63E-01  0.19      0.54    
  -0.63E-01  0.21      0.54    
  -0.63E-01  0.24      0.45    
  -0.63E-01  0.26      0.29    
  -0.63E-01  0.29      0.16    
  -0.63E-01  0.31      0.23    
  -0.63E-01  0.34      0.54    
  -0.63E-01  0.36      0.95    
  -0.63E-01  0.39       1.2    
  -0.63E-01  0.41       1.1    
  -0.63E-01  0.44      0.85    
  -0.63E-01  0.46      0.57    
  -0.63E-01  0.49      0.41    
  -0.37E-01 -0.49      0.66    
  -0.37E-01 -0.46      0.55    
  -0.37E-01 -0.44      0.50    
  -0.37E-01 -0.41      0.61    
  -0.37E-01 -0.39      0.73    
  -0.37E-01 -0.36      0.69    
  -0.37E-01 -0.34      0.47    
  -0.37E-01 -0.31      0.24    
  -0.37E-01 -0.29      0.15    
  -0.37E-01 -0.26      0.23    
  -0.37E-01 -0.24      0.35    
  -0.37E-01 -0.21      0.42    
  -0.37E-01 -0.19      0.42    
  -0.37E-01 -0.16      0.36    
  -0.37E-01 -0.14      0.28    
  -0.37E-01 -0.11      0.20    
  -0.37E-01 -0.87E-01  0.14    
  -0.37E-01 -0.63E-01  0.97E-01
  -0.37E-01 -0.37E-01  0.69E-01
  -0.37E-01 -0.13E-01  0.56E-01
  -0.37E-01  0.13E-01  0.56E-01
  -0.37E-01  0.38E-01  0.69E-01
  -0.37E-01  0.63E-01  0.97E-01
  -0.37E-01  0.88E-01  0.14    
  -0.37E-01  0.11      0.20    
  -0.37E-01  0.14      0.28    
  -0.37E-01  0.16      0.36    
  -0.37E-01  0.19      0.42    
  -0.37E-01  0.21      0.42    
  -0.37E-01  0.24      0.35    
  -0.37E-01  0.26      0.23    
  -0.37E-01  0.29      0.15    
  -0.37E-01  0.31      0.24    
  -0.37E-01  0.34      0.47    
  -0.37E-01  0.36      0.69    
  -0.37E-01  0.39      0.73    
  -0.37E-01  0.41      0.61    
  -0.37E-01  0.44      0.50    
  -0.37E-01  0.46      0.55    
  -0.37E-01  0.49      0.66    
  -0.13E-01 -0.49      0.83    
  -0.13E-01 -0.46      0.52    
  -0.13E-01 -0.44      0.21    
  -0.13E-01 -0.41      0.18    
  -0.13E-01 -0.39      0.35    
  -0.13E-01 -0.36      0.45    
  -0.13E-01 -0.34      0.38    
  -0.13E-01 -0.31      0.22    
  -0.13E-01 -0.29      0.15    
  -0.13E-01 -0.26      0.20    
  -0.13E-01 -0.24      0.30    
  -0.13E-01 -0.21      0.37    
  -0.13E-01 -0.19      0.36    
  -0.13E-01 -0.16      0.31    
  -0.13E-01 -0.14      0.24    
  -0.13E-01 -0.11      0.17    
  -0.13E-01 -0.87E-01  0.12    
  -0.13E-01 -0.63E-01  0.79E-01
  -0.13E-01 -0.37E-01  0.56E-01
  -0.13E-01 -0.13E-01  0.46E-01
  -0.13E-01  0.13E-01  0.46E-01
  -0.13E-01  0.38E-01  0.56E-01
  -0.13E-01  0.63E-01  0.79E-01
  -0.13E-01  0.88E-01  0.12    
  -0.13E-01  0.11      0.17    
  -0.13E-01  0.14      0.24    
  -0.13E-01  0.16      0.31    
  -0.13E-01  0.19      0.36    
  -0.13E-01  0.21      0.37    
  -0.13E-01  0.24      0.30    
  -0.13E-01  0.26      0.20    
  -0.13E-01  0.29      0.15    
  -0.13E-01  0.31      0.22    
  -0.13E-01  0.34      0.38    
  -0.13E-01  0.36      0.45    
  -0.13E-01  0.39      0.35    
  -0.13E-01  0.41      0.18    
  -0.13E-01  0.44      0.21    
  -0.13E-01  0.46      0.52    
  -0.13E-01  0.49      0.83    
   0.13E-01 -0.49      0.83    
   0.13E-01 -0.46      0.52    
   0.13E-01 -0.44      0.21    
   0.13E-01 -0.41      0.18    
   0.13E-01 -0.39      0.35    
   0.13E-01 -0.36      0.45    
   0.13E-01 -0.34      0.38    
   0.13E-01 -0.31      0.22    
   0.13E-01 -0.29      0.15    
   0.13E-01 -0.26      0.20    
   0.13E-01 -0.24      0.30    
   0.13E-01 -0.21      0.37    
   0.13E-01 -0.19      0.36    
   0.13E-01 -0.16      0.31    
   0.13E-01 -0.14      0.24    
   0.13E-01 -0.11      0.17    
   0.13E-01 -0.87E-01  0.12    
   0.13E-01 -0.63E-01  0.79E-01
   0.13E-01 -0.37E-01  0.56E-01
   0.13E-01 -0.13E-01  0.46E-01
   0.13E-01  0.13E-01  0.46E-01
   0.13E-01  0.38E-01  0.56E-01
   0.13E-01  0.63E-01  0.79E-01
   0.13E-01  0.88E-01  0.12    
   0.13E-01  0.11      0.17    
   0.13E-01  0.14      0.24    
   0.13E-01  0.16      0.31    
   0.13E-01  0.19      0.36    
   0.13E-01  0.21      0.37    
   0.13E-01  0.24      0.30    
